tamanio,costo_prom,costo_moda,costo_var,costo_min,costo_max,dens_celda_t2,dens_celda_t3,dens_total,entropia_costos,gradiente_prom,bfs_costo,bfs_nodos,bfs_tiempo,a_star_costo,a_star_nodos,a_star_tiempo,ucs_costo,ucs_nodos,ucs_tiempo,greedy_costo,greedy_nodos,greedy_tiempo,mejor_alg
9,1.3950617283950617,1.0,0.4612101813747904,0,3,0.20987654320987653,0.09876543209876543,0.30864197530864196,0.8734184834356453,0.6111111111111112,20,81,0.0001773834228515625,17,51,0.00022220611572265625,17,80,0.00025463104248046875,27,17,5.4836273193359375e-05,A*
3,1.5555555555555556,1.0,0.9135802469135802,0,3,0.2222222222222222,0.2222222222222222,0.4444444444444444,1.2730283365896256,1.25,8,9,2.5272369384765625e-05,5,5,4.482269287109375e-05,5,8,1.9788742065429688e-05,6,5,1.239776611328125e-05,A*
9,1.5555555555555556,1.0,0.49382716049382713,0,3,0.345679012345679,0.1111111111111111,0.4567901234567901,1.0017534453421317,0.75,25,81,0.0001804828643798828,17,22,0.00011205673217773438,17,81,0.0002918243408203125,23,17,7.843971252441406e-05,A*
4,1.5625,1.0,0.74609375,0,3,0.25,0.1875,0.4375,1.18030455699462,0.9583333333333334,10,16,4.172325134277344e-05,6,8,3.337860107421875e-05,6,14,3.743171691894531e-05,9,7,2.002716064453125e-05,A*
7,1.4081632653061225,1.0,0.4456476468138275,0,3,0.2653061224489796,0.08163265306122448,0.3469387755102041,0.9256341260592169,0.5952380952380952,17,49,0.00010848045349121094,13,34,0.00014472007751464844,13,48,0.00013899803161621094,18,13,3.933906555175781e-05,A*
8,1.578125,1.0,0.587646484375,0,3,0.28125,0.15625,0.4375,1.041856134544033,0.8214285714285714,22,64,0.0001404285430908203,15,27,0.00012564659118652344,15,63,0.00019288063049316406,22,15,4.673004150390625e-05,A*
3,1.6666666666666667,2.0,0.8888888888888888,0,3,0.3333333333333333,0.2222222222222222,0.5555555555555556,1.310783678099714,1.0833333333333333,5,9,2.5272369384765625e-05,5,6,2.2172927856445312e-05,5,8,1.8596649169921875e-05,8,5,1.2159347534179688e-05,A*
7,1.4489795918367347,1.0,0.45147855060391506,0,3,0.30612244897959184,0.08163265306122448,0.3877551020408163,0.956769083200005,0.7023809523809523,16,49,0.0001227855682373047,14,27,0.00010323524475097656,14,49,0.00014519691467285156,17,13,4.124641418457031e-05,A*
4,1.5,1.0,0.75,0,3,0.1875,0.1875,0.375,1.1246702892376168,0.9166666666666666,9,16,5.936622619628906e-05,7,11,4.124641418457031e-05,7,16,4.220008850097656e-05,7,7,2.0503997802734375e-05,Greedy
4,1.375,1.0,0.609375,0,3,0.1875,0.125,0.3125,1.040839837423239,0.875,7,16,6.365776062011719e-05,6,9,3.695487976074219e-05,6,16,4.100799560546875e-05,10,7,1.9311904907226562e-05,A*
8,1.5,1.0,0.5625,0,3,0.234375,0.140625,0.375,0.9827162331781822,0.8035714285714286,22,64,0.0001404285430908203,15,24,0.00011849403381347656,15,63,0.00021076202392578125,22,15,4.673004150390625e-05,A*
4,1.3125,1.0,0.58984375,0,3,0.125,0.125,0.25,0.9507489270509151,0.7083333333333334,8,16,4.00543212890625e-05,6,10,4.982948303222656e-05,6,15,4.6253204345703125e-05,9,7,1.9550323486328125e-05,A*
3,1.1111111111111112,1.0,0.3209876543209877,0,2,0.2222222222222222,0.0,0.2222222222222222,0.848685557726417,0.6666666666666666,5,9,2.765655517578125e-05,4,6,2.4080276489257812e-05,4,9,2.09808349609375e-05,4,5,1.2159347534179688e-05,Greedy
8,1.46875,1.0,0.5302734375,0,3,0.234375,0.125,0.359375,0.9587039659451517,0.6607142857142857,20,64,0.0001533031463623047,14,29,0.00012302398681640625,14,64,0.00019431114196777344,22,15,4.7206878662109375e-05,A*
10,1.45,1.0,0.42750000000000016,0,3,0.3,0.08,0.38,0.910822591009338,0.6611111111111111,25,100,0.0002415180206298828,20,85,0.0003535747528076172,20,100,0.00031280517578125,27,19,6.29425048828125e-05,A*
5,1.48,1.0,0.4895999999999999,0,3,0.36,0.08,0.44,1.0386495367023671,0.7,13,25,6.031990051269531e-05,9,11,4.315376281738281e-05,9,24,6.723403930664062e-05,9,9,2.574920654296875e-05,Greedy
3,1.4444444444444444,1.0,0.9135802469135802,0,3,0.1111111111111111,0.2222222222222222,0.3333333333333333,1.1490596969706202,1.1666666666666667,5,9,2.8133392333984375e-05,5,7,2.7894973754882812e-05,5,9,2.1219253540039062e-05,6,5,1.1682510375976562e-05,A*
6,1.4166666666666667,1.0,0.4097222222222221,0,3,0.3333333333333333,0.05555555555555555,0.38888888888888884,0.9407371231570051,0.6833333333333333,13,36,8.630752563476562e-05,11,28,0.00010919570922851562,11,36,0.00010395050048828125,15,11,5.5789947509765625e-05,A*
9,1.4691358024691359,1.0,0.42188690748361535,0,3,0.3333333333333333,0.07407407407407407,0.4074074074074074,0.9290776796371552,0.6666666666666666,22,81,0.00018453598022460938,18,46,0.00019121170043945312,18,81,0.0002429485321044922,23,17,5.53131103515625e-05,A*
10,1.58,1.0,0.6036,0,3,0.25,0.17,0.42000000000000004,1.0142657386157907,0.8222222222222222,26,100,0.0002269744873046875,19,53,0.0002646446228027344,19,100,0.00031685829162597656,34,19,6.318092346191406e-05,A*
5,1.36,1.0,0.47039999999999993,0,3,0.24,0.08,0.32,0.958944995575212,0.675,8,25,6.079673767089844e-05,8,13,4.9114227294921875e-05,8,23,6.508827209472656e-05,11,9,2.5987625122070312e-05,A*
6,1.2777777777777777,1.0,0.2561728395061727,0,2,0.3055555555555556,0.0,0.3055555555555556,0.7321261626468665,0.4166666666666667,14,36,8.249282836914062e-05,10,21,8.368492126464844e-05,10,36,0.00010156631469726562,12,11,3.266334533691406e-05,A*
4,1.3125,1.0,0.58984375,0,3,0.125,0.125,0.25,0.9507489270509151,0.75,11,16,7.867813110351562e-05,6,10,4.696846008300781e-05,6,16,4.100799560546875e-05,6,7,1.9073486328125e-05,Greedy
10,1.53,1.0,0.5291,0,3,0.28,0.13,0.41000000000000003,0.9836525605521114,0.7166666666666667,27,100,0.000240325927734375,20,61,0.0002734661102294922,20,99,0.00030875205993652344,29,19,6.985664367675781e-05,A*
3,0.8888888888888888,1.0,0.09876543209876544,0,1,0.0,0.0,0.0,0.34883209584303193,0.16666666666666666,4,9,2.574920654296875e-05,4,9,2.86102294921875e-05,4,9,2.0503997802734375e-05,4,5,1.239776611328125e-05,Greedy
7,1.489795918367347,1.0,0.41316118284048314,0,3,0.3877551020408163,0.061224489795918366,0.4489795918367347,0.9540511662999076,0.5833333333333334,19,49,0.00010824203491210938,15,39,0.00015425682067871094,15,49,0.00014066696166992188,15,13,4.00543212890625e-05,Greedy
8,1.40625,1.0,0.4287109375,0,3,0.265625,0.078125,0.34375,0.9015663467033782,0.6428571428571429,21,64,0.0001385211944580078,14,32,0.00013875961303710938,14,64,0.00019598007202148438,17,15,4.673004150390625e-05,A*
6,1.4166666666666667,1.0,0.5208333333333334,0,3,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.9641556955592019,0.5666666666666667,10,36,8.153915405273438e-05,10,20,7.581710815429688e-05,10,35,0.00010895729064941406,17,11,3.266334533691406e-05,A*
10,1.56,1.0,0.5064,0,3,0.33,0.12,0.45,0.9990825075848847,0.7055555555555556,29,100,0.0002532005310058594,20,68,0.00030922889709472656,20,99,0.00030994415283203125,26,19,6.29425048828125e-05,A*
10,1.5,1.0,0.49,0,3,0.29,0.11,0.39999999999999997,0.9591388233798186,0.6444444444444445,28,100,0.00022077560424804688,18,31,0.0001494884490966797,18,97,0.00035190582275390625,25,19,6.246566772460938e-05,A*
8,1.546875,1.0,0.654052734375,0,3,0.1875,0.1875,0.375,0.9945602115789185,0.8482142857142857,22,64,0.0001571178436279297,16,29,0.00012135505676269531,16,64,0.00018978118896484375,23,15,4.673004150390625e-05,A*
3,1.1111111111111112,1.0,0.3209876543209877,0,2,0.2222222222222222,0.0,0.2222222222222222,0.848685557726417,0.5833333333333334,5,9,2.9325485229492188e-05,4,7,2.7179718017578125e-05,4,9,2.1696090698242188e-05,5,5,1.239776611328125e-05,A*
8,1.59375,1.0,0.5849609375,0,3,0.296875,0.15625,0.453125,1.0515948119369796,0.7857142857142857,24,64,0.00018024444580078125,16,37,0.00015401840209960938,16,63,0.00018715858459472656,22,15,4.673004150390625e-05,A*
10,1.49,1.0,0.5498999999999998,0,3,0.22,0.14,0.36,0.9454979424764601,0.7555555555555555,25,100,0.00023651123046875,21,90,0.0004086494445800781,21,100,0.00031304359436035156,24,19,7.2479248046875e-05,A*
8,1.546875,1.0,0.560302734375,0,3,0.28125,0.140625,0.421875,1.0212519173819077,0.7678571428571429,20,64,0.00014781951904296875,15,25,0.00011587142944335938,15,64,0.0001971721649169922,17,15,4.673004150390625e-05,A*
5,1.28,1.0,0.36160000000000003,0,3,0.24,0.04,0.27999999999999997,0.8622684782952406,0.55,9,25,6.031990051269531e-05,8,15,6.961822509765625e-05,8,25,7.152557373046875e-05,12,9,2.5987625122070312e-05,A*
7,1.489795918367347,1.0,0.4539775093710954,0,3,0.3469387755102041,0.08163265306122448,0.42857142857142855,0.979628467997318,0.6785714285714286,19,49,0.00012159347534179688,14,29,0.0001399517059326172,14,49,0.00016427040100097656,18,13,4.124641418457031e-05,A*
4,1.25,1.0,0.3125,0,2,0.3125,0.0,0.3125,0.8305236914828463,0.5833333333333334,8,16,7.176399230957031e-05,7,12,4.5299530029296875e-05,7,16,5.078315734863281e-05,8,7,1.9788742065429688e-05,A*
3,1.4444444444444444,1.0,0.691358024691358,0,3,0.3333333333333333,0.1111111111111111,0.4444444444444444,1.2148896539491203,0.9166666666666666,8,9,2.5510787963867188e-05,5,7,2.574920654296875e-05,5,9,2.0503997802734375e-05,5,5,2.1219253540039062e-05,Greedy
4,1.3125,1.0,0.33984375,0,2,0.375,0.0,0.375,0.8647400965276372,0.5833333333333334,7,16,4.7206878662109375e-05,6,8,3.24249267578125e-05,6,16,4.8160552978515625e-05,9,7,1.9550323486328125e-05,A*
3,1.5555555555555556,1.0,0.9135802469135803,0,3,0.2222222222222222,0.2222222222222222,0.4444444444444444,1.2730283365896256,0.9166666666666666,8,9,2.7894973754882812e-05,4,5,2.384185791015625e-05,4,8,2.0265579223632812e-05,6,5,1.2159347534179688e-05,A*
6,1.5,1.0,0.6388888888888888,0,3,0.19444444444444445,0.16666666666666666,0.3611111111111111,1.0175505542161523,0.8,14,36,8.416175842285156e-05,12,21,8.034706115722656e-05,12,35,0.00011277198791503906,12,11,3.2901763916015625e-05,Greedy
3,1.2222222222222223,1.0,0.3950617283950617,0,2,0.3333333333333333,0.0,0.3333333333333333,0.9368883075390159,0.9166666666666666,6,9,2.7179718017578125e-05,5,9,3.0040740966796875e-05,5,9,2.0265579223632812e-05,5,5,1.2159347534179688e-05,Greedy
8,1.5,1.0,0.5,0,3,0.296875,0.109375,0.40625,0.9843569206192677,0.6785714285714286,18,64,0.00014781951904296875,15,27,0.00011754035949707031,15,62,0.00019216537475585938,21,15,8.344650268554688e-05,A*
7,1.4081632653061225,1.0,0.44564764681382746,0,3,0.2653061224489796,0.08163265306122448,0.3469387755102041,0.9256341260592169,0.5952380952380952,14,49,0.00011301040649414062,13,37,0.0001857280731201172,13,48,0.00013971328735351562,20,13,4.076957702636719e-05,A*
10,1.55,1.0,0.48750000000000016,0,3,0.34,0.11,0.45,0.9883877424660675,0.7166666666666667,26,100,0.0002334117889404297,20,45,0.00019550323486328125,20,99,0.0003514289855957031,25,19,6.270408630371094e-05,A*
3,1.5555555555555556,2.0,0.691358024691358,0,3,0.4444444444444444,0.1111111111111111,0.5555555555555556,1.2148896539491203,0.8333333333333334,6,9,2.5272369384765625e-05,6,8,2.86102294921875e-05,6,9,2.0742416381835938e-05,7,5,1.1444091796875e-05,A*
8,1.4375,1.0,0.43359375,0,3,0.296875,0.078125,0.375,0.9265325464004674,0.6160714285714286,21,64,0.0001621246337890625,16,42,0.00018596649169921875,16,63,0.00020051002502441406,19,15,4.673004150390625e-05,A*
6,1.4722222222222223,1.0,0.5825617283950617,0,3,0.2222222222222222,0.1388888888888889,0.3611111111111111,1.0089173865257728,0.7333333333333333,15,36,8.344650268554688e-05,12,24,0.00010633468627929688,12,36,0.00010251998901367188,15,11,3.2901763916015625e-05,A*
10,1.53,1.0,0.5491000000000001,0,3,0.26,0.14,0.4,0.9828499680519954,0.7222222222222222,23,100,0.00023221969604492188,20,67,0.00027823448181152344,20,99,0.0003342628479003906,21,19,6.151199340820312e-05,A*
8,1.390625,1.0,0.363037109375,0,3,0.3125,0.046875,0.359375,0.8656696380215219,0.625,21,64,0.00014972686767578125,15,38,0.0001583099365234375,15,64,0.0002009868621826172,19,15,4.744529724121094e-05,A*
10,1.53,1.0,0.4891000000000001,0,3,0.32,0.11,0.43,0.9781692702726745,0.7666666666666667,27,100,0.00023746490478515625,21,86,0.0003821849822998047,21,100,0.000308990478515625,30,19,6.222724914550781e-05,A*
10,1.53,1.0,0.5691000000000002,0,3,0.24,0.15,0.39,0.9796229992059924,0.7333333333333333,28,100,0.000225067138671875,20,61,0.00029277801513671875,20,100,0.0003018379211425781,24,19,6.222724914550781e-05,A*
5,1.28,1.0,0.2816,0,2,0.32,0.0,0.32,0.7789977492971932,0.575,10,25,6.437301635742188e-05,8,14,6.031990051269531e-05,8,25,6.794929504394531e-05,10,9,2.6226043701171875e-05,A*
7,1.6122448979591837,1.0,0.6863806747188672,0,3,0.22448979591836735,0.20408163265306123,0.4285714285714286,1.0675285774404344,0.8333333333333334,19,49,0.00010919570922851562,13,20,8.678436279296875e-05,13,49,0.00016617774963378906,20,13,4.0531158447265625e-05,A*
6,1.4722222222222223,1.0,0.4714506172839507,0,3,0.3333333333333333,0.08333333333333333,0.41666666666666663,0.9993699902744391,0.7166666666666667,15,36,8.630752563476562e-05,11,24,9.417533874511719e-05,11,36,0.00010251998901367188,14,11,3.2901763916015625e-05,A*
8,1.375,1.0,0.390625,0,3,0.265625,0.0625,0.328125,0.8668217042762858,0.5267857142857143,17,64,0.00014209747314453125,15,44,0.00023174285888671875,15,64,0.0001881122589111328,20,15,4.649162292480469e-05,A*
3,1.2222222222222223,1.0,0.617283950617284,0,3,0.1111111111111111,0.1111111111111111,0.2222222222222222,1.0027182645175161,0.8333333333333334,4,9,3.9577484130859375e-05,4,6,3.6716461181640625e-05,4,9,3.552436828613281e-05,6,5,1.9073486328125e-05,A*
10,1.39,1.0,0.3979,0,3,0.26,0.07,0.33,0.8566792459311932,0.5777777777777777,23,100,0.00040793418884277344,19,71,0.0003771781921386719,19,100,0.00033545494079589844,27,19,6.270408630371094e-05,A*
4,1.1875,1.0,0.27734375,0,2,0.25,0.0,0.25,0.7774621319109287,0.5,7,16,4.410743713378906e-05,6,11,6.031990051269531e-05,6,16,7.462501525878906e-05,8,7,2.5987625122070312e-05,A*
7,1.3265306122448979,1.0,0.3831736776343191,0,3,0.22448979591836735,0.061224489795918366,0.2857142857142857,0.8393928959935675,0.5833333333333334,15,49,0.00017762184143066406,13,22,0.00013875961303710938,13,49,0.00014734268188476562,16,13,4.267692565917969e-05,A*
4,1.3125,1.0,0.46484375,0,3,0.25,0.0625,0.3125,0.9868994488385301,0.6666666666666666,7,16,4.38690185546875e-05,7,14,5.936622619628906e-05,7,16,4.076957702636719e-05,11,7,2.002716064453125e-05,A*
6,1.4166666666666667,1.0,0.4652777777777778,0,3,0.2777777777777778,0.08333333333333333,0.3611111111111111,0.9633905559608952,0.6,12,36,8.988380432128906e-05,11,27,0.0001468658447265625,11,36,0.00011396408081054688,16,11,3.337860107421875e-05,A*
5,1.48,1.0,0.4895999999999999,0,3,0.36,0.08,0.44,1.0386495367023671,0.875,12,25,7.176399230957031e-05,10,14,6.508827209472656e-05,10,25,0.00011706352233886719,10,9,4.5299530029296875e-05,Greedy
5,1.28,1.0,0.36160000000000003,0,3,0.24,0.04,0.27999999999999997,0.8622684782952406,0.525,12,25,7.581710815429688e-05,8,18,6.890296936035156e-05,8,24,6.747245788574219e-05,9,9,3.790855407714844e-05,A*
5,1.48,1.0,0.7295999999999999,0,3,0.12,0.2,0.32,0.9906979855077476,0.675,12,25,6.198883056640625e-05,10,23,0.00011992454528808594,10,24,8.821487426757812e-05,11,9,4.506111145019531e-05,A*
10,1.51,1.0,0.5099,0,3,0.28,0.12,0.4,0.9682170332600998,0.7888888888888889,30,100,0.000247955322265625,20,38,0.00015425682067871094,20,99,0.0004048347473144531,25,19,6.532669067382812e-05,A*
8,1.46875,1.0,0.4677734375,0,3,0.296875,0.09375,0.390625,0.9569585288419631,0.7142857142857143,21,64,0.00016760826110839844,17,59,0.00025725364685058594,17,64,0.00020194053649902344,21,15,6.723403930664062e-05,A*
9,1.4567901234567902,1.0,0.34689833866788605,0,3,0.3950617283950617,0.037037037037037035,0.43209876543209874,0.86976770040997,0.5625,20,81,0.00024175643920898438,17,47,0.0002002716064453125,17,81,0.00038909912109375,25,17,9.870529174804688e-05,A*
7,1.4285714285714286,1.0,0.4489795918367347,0,3,0.2857142857142857,0.08163265306122448,0.36734693877551017,0.9422712877237318,0.6309523809523809,16,49,0.00011968612670898438,13,36,0.0001964569091796875,13,48,0.0001666545867919922,19,13,4.029273986816406e-05,A*
3,1.2222222222222223,1.0,0.3950617283950617,0,2,0.3333333333333333,0.0,0.3333333333333333,0.9368883075390159,0.6666666666666666,5,9,2.6464462280273438e-05,4,5,2.3603439331054688e-05,4,9,3.4332275390625e-05,6,5,2.193450927734375e-05,A*
4,1.3125,1.0,0.58984375,0,3,0.125,0.125,0.25,0.9507489270509151,0.75,8,16,4.458427429199219e-05,6,10,3.7670135498046875e-05,6,16,4.076957702636719e-05,8,7,2.47955322265625e-05,A*
6,1.4166666666666667,1.0,0.5208333333333334,0,3,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.9641556955592019,0.6833333333333333,11,36,8.916854858398438e-05,11,24,9.894371032714844e-05,11,36,0.000102996826171875,17,11,4.792213439941406e-05,A*
3,1.1111111111111112,1.0,0.3209876543209877,0,2,0.2222222222222222,0.0,0.2222222222222222,0.848685557726417,0.5833333333333334,5,9,5.3882598876953125e-05,4,6,3.24249267578125e-05,4,9,2.09808349609375e-05,5,5,1.2159347534179688e-05,A*
7,1.2653061224489797,1.0,0.31736776343190337,0,3,0.20408163265306123,0.04081632653061224,0.24489795918367346,0.7608238271824571,0.40476190476190477,13,49,0.00012111663818359375,13,34,0.0001308917999267578,13,49,0.00014328956604003906,18,13,4.00543212890625e-05,A*
7,1.469387755102041,1.0,0.4531445231153685,0,3,0.32653061224489793,0.08163265306122448,0.4081632653061224,0.9692014555550803,0.6309523809523809,21,49,0.00011396408081054688,13,33,0.0001442432403564453,13,49,0.0001876354217529297,19,13,5.412101745605469e-05,A*
8,1.53125,1.0,0.5302734375,0,3,0.296875,0.125,0.421875,1.0090931658280935,0.7053571428571429,23,64,0.0002143383026123047,17,50,0.00021076202392578125,17,63,0.0002377033233642578,21,15,5.698204040527344e-05,A*
8,1.46875,1.0,0.4990234375,0,3,0.265625,0.109375,0.375,0.9609939881815612,0.5535714285714286,25,64,0.00014400482177734375,15,43,0.00017833709716796875,15,63,0.00022172927856445312,19,15,4.76837158203125e-05,A*
10,1.36,1.0,0.3704,0,3,0.25,0.06,0.31,0.8236804220976053,0.5722222222222222,25,100,0.00024175643920898438,18,33,0.0001590251922607422,18,100,0.0003223419189453125,24,19,6.29425048828125e-05,A*
7,1.469387755102041,1.0,0.534777176176593,0,3,0.24489795918367346,0.12244897959183673,0.36734693877551017,0.9815068682598307,0.6785714285714286,14,49,0.00011539459228515625,12,29,0.0001544952392578125,12,48,0.00014662742614746094,22,13,3.9577484130859375e-05,A*
3,1.5555555555555556,2.0,0.6913580246913581,0,3,0.4444444444444444,0.1111111111111111,0.5555555555555556,1.2148896539491203,1.25,8,9,4.792213439941406e-05,6,8,3.457069396972656e-05,6,9,2.0503997802734375e-05,6,5,1.239776611328125e-05,Greedy
5,1.52,1.0,0.5696,0,3,0.32,0.12,0.44,1.087847391010481,0.875,11,25,6.198883056640625e-05,9,17,6.890296936035156e-05,9,24,9.918212890625e-05,13,9,2.6464462280273438e-05,A*
10,1.65,2.0,0.5275,0,3,0.38,0.14,0.52,1.0438500463422011,0.7444444444444445,33,100,0.0002391338348388672,22,79,0.00032806396484375,22,99,0.00030541419982910156,31,19,6.175041198730469e-05,A*
3,1.0,1.0,0.2222222222222222,0,2,0.1111111111111111,0.0,0.1111111111111111,0.6837389058487535,0.4166666666666667,4,9,2.6464462280273438e-05,4,8,2.7418136596679688e-05,4,9,2.4557113647460938e-05,5,5,1.1920928955078125e-05,A*
10,1.5,1.0,0.47,0,3,0.31,0.1,0.41000000000000003,0.9553186971813682,0.6888888888888889,27,100,0.00022602081298828125,20,45,0.00022268295288085938,20,100,0.0003058910369873047,25,19,6.175041198730469e-05,A*
9,1.6419753086419753,1.0,0.6249047401310776,0,3,0.2839506172839506,0.18518518518518517,0.4691358024691358,1.0645819454032404,0.8472222222222222,26,81,0.00019931793212890625,18,44,0.00019621849060058594,18,79,0.00027561187744140625,26,17,5.555152893066406e-05,A*
9,1.5432098765432098,1.0,0.49504648681603425,0,3,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.9960916179990271,0.7638888888888888,25,81,0.000179290771484375,16,20,9.059906005859375e-05,16,81,0.00025534629821777344,22,17,5.459785461425781e-05,A*
3,1.4444444444444444,1.0,0.9135802469135802,0,3,0.1111111111111111,0.2222222222222222,0.3333333333333333,1.1490596969706202,1.1666666666666667,4,9,2.574920654296875e-05,4,5,1.9788742065429688e-05,4,8,1.8835067749023438e-05,8,5,1.2636184692382812e-05,A*
10,1.6,1.0,0.52,0,3,0.35,0.13,0.48,1.0221238753073907,0.8055555555555556,30,100,0.00023102760314941406,20,70,0.0003135204315185547,20,100,0.0003418922424316406,27,19,6.389617919921875e-05,A*
9,1.4074074074074074,1.0,0.364883401920439,0,3,0.32098765432098764,0.04938271604938271,0.37037037037037035,0.8653523928891621,0.5486111111111112,22,81,0.0001804828643798828,16,25,0.00011801719665527344,16,80,0.0002644062042236328,23,17,5.817413330078125e-05,A*
10,1.48,1.0,0.4896000000000002,0,3,0.27,0.11,0.38,0.9438926950133819,0.7222222222222222,24,100,0.00022792816162109375,20,50,0.00023412704467773438,20,100,0.0003135204315185547,27,19,6.246566772460938e-05,A*
9,1.4938271604938271,1.0,0.44749276024996204,0,3,0.3333333333333333,0.08641975308641975,0.41975308641975306,0.95338161561068,0.7569444444444444,23,81,0.00018787384033203125,19,80,0.0003437995910644531,19,81,0.0002434253692626953,23,17,5.4836273193359375e-05,A*
6,1.4722222222222223,1.0,0.36033950617283955,0,3,0.4444444444444444,0.027777777777777776,0.4722222222222222,0.906071405179236,0.65,16,36,8.487701416015625e-05,12,24,9.226799011230469e-05,12,36,0.00010442733764648438,13,11,3.337860107421875e-05,A*
6,1.4722222222222223,1.0,0.4714506172839507,0,3,0.3333333333333333,0.08333333333333333,0.41666666666666663,0.9993699902744391,0.6,16,36,8.296966552734375e-05,10,17,7.009506225585938e-05,10,35,0.00011110305786132812,15,11,3.314018249511719e-05,A*
3,1.3333333333333333,1.0,0.4444444444444444,0,2,0.4444444444444444,0.0,0.4444444444444444,0.9649629230074277,0.9166666666666666,6,9,2.6941299438476562e-05,5,9,3.147125244140625e-05,5,9,2.09808349609375e-05,6,5,1.239776611328125e-05,UCS
3,1.0,1.0,0.2222222222222222,0,2,0.1111111111111111,0.0,0.1111111111111111,0.6837389058487535,0.3333333333333333,4,9,2.574920654296875e-05,4,8,2.8848648071289062e-05,4,9,2.0503997802734375e-05,5,5,1.2636184692382812e-05,A*
9,1.4567901234567902,1.0,0.3962810547172688,0,3,0.345679012345679,0.06172839506172839,0.4074074074074074,0.9091917086545503,0.625,23,81,0.00018286705017089844,17,44,0.00018906593322753906,17,81,0.0002505779266357422,24,17,5.7220458984375e-05,A*
9,1.4444444444444444,1.0,0.37037037037037035,0,3,0.35802469135802467,0.04938271604938271,0.4074074074074074,0.8863788609136725,0.7013888888888888,25,81,0.00019121170043945312,19,67,0.0002715587615966797,19,81,0.0002422332763671875,24,17,5.5789947509765625e-05,A*
9,1.382716049382716,1.0,0.45846669714982474,0,3,0.19753086419753085,0.09876543209876543,0.2962962962962963,0.8584411723212839,0.5833333333333334,18,81,0.00018978118896484375,16,35,0.00015044212341308594,16,81,0.0002503395080566406,28,17,6.937980651855469e-05,A*
3,1.4444444444444444,1.0,0.691358024691358,0,3,0.3333333333333333,0.1111111111111111,0.4444444444444444,1.2148896539491203,0.8333333333333334,5,9,2.7179718017578125e-05,5,6,2.288818359375e-05,5,9,2.09808349609375e-05,7,5,1.1920928955078125e-05,A*
4,1.1875,1.0,0.27734375,0,2,0.25,0.0,0.25,0.7774621319109287,0.4583333333333333,9,16,4.100799560546875e-05,6,11,4.076957702636719e-05,6,15,3.838539123535156e-05,6,7,2.002716064453125e-05,Greedy
9,1.5432098765432098,1.0,0.5691205608901083,0,3,0.25925925925925924,0.14814814814814814,0.4074074074074074,1.0029579414623075,0.6458333333333334,24,81,0.0001857280731201172,16,23,9.822845458984375e-05,16,81,0.00027942657470703125,23,17,5.53131103515625e-05,A*
7,1.4081632653061225,1.0,0.527280299875052,0,3,0.1836734693877551,0.12244897959183673,0.30612244897959184,0.9140585115843378,0.6785714285714286,12,49,0.00010967254638671875,12,25,9.72747802734375e-05,12,48,0.00014019012451171875,19,13,3.981590270996094e-05,A*
6,1.5833333333333333,1.0,0.6319444444444445,0,3,0.2777777777777778,0.16666666666666666,0.4444444444444444,1.0912759287485778,1.0,16,36,0.00010728836059570312,12,27,0.00010371208190917969,12,35,0.00010919570922851562,18,11,3.2901763916015625e-05,A*
4,1.375,1.0,0.484375,0,3,0.3125,0.0625,0.375,1.0337005498525014,0.7916666666666666,8,16,3.981590270996094e-05,6,9,3.6716461181640625e-05,6,15,4.9591064453125e-05,9,7,2.002716064453125e-05,A*
7,1.2448979591836735,1.0,0.307371928363182,0,3,0.1836734693877551,0.04081632653061224,0.22448979591836735,0.7333452302538477,0.5119047619047619,14,49,0.00010919570922851562,13,47,0.00017404556274414062,13,49,0.00014495849609375,13,13,4.00543212890625e-05,Greedy
10,1.45,1.0,0.44750000000000006,0,3,0.28,0.09,0.37,0.9155793924508178,0.6111111111111112,30,100,0.0002696514129638672,20,93,0.0003695487976074219,20,100,0.0003154277801513672,30,19,6.723403930664062e-05,A*
9,1.6419753086419753,2.0,0.5014479500076208,0,3,0.4074074074074074,0.12345679012345678,0.5308641975308641,1.0362446703987276,0.7361111111111112,26,81,0.00018835067749023438,20,77,0.00033974647521972656,20,81,0.0002422332763671875,26,17,5.459785461425781e-05,A*
4,1.1875,1.0,0.40234375,0,3,0.125,0.0625,0.1875,0.8222653373287878,0.5833333333333334,6,16,4.291534423828125e-05,6,10,3.838539123535156e-05,6,16,4.100799560546875e-05,8,7,2.002716064453125e-05,A*
4,1.375,1.0,0.359375,0,2,0.4375,0.0,0.4375,0.8815322611881636,0.625,7,16,4.029273986816406e-05,7,13,4.8160552978515625e-05,7,16,4.076957702636719e-05,10,7,1.9550323486328125e-05,A*
9,1.4567901234567902,1.0,0.4703551287913429,0,3,0.2716049382716049,0.09876543209876543,0.37037037037037035,0.9347008018486247,0.7361111111111112,25,81,0.00018668174743652344,18,47,0.0001957416534423828,18,81,0.00025200843811035156,19,17,5.459785461425781e-05,A*
5,1.64,2.0,0.6304,0,3,0.36,0.16,0.52,1.1509939592166962,0.825,13,25,7.224082946777344e-05,10,18,7.200241088867188e-05,10,25,9.322166442871094e-05,12,9,3.719329833984375e-05,A*
